title,location,price,size,listing_type,link,source,rooms
Residential Land for Sale in Muscat Other,", Other, 982662XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/266826747,opensooq,
Residential Land for Sale in Muscat Other,", Other, 982662XX","115,000 OMR",,For Sale,https://om.opensooq.com/en/search/266826595,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/265763171,opensooq,
Residential Land for Sale in Muscat Other,", Other, 982662XX","210,000 OMR",,For Sale,https://om.opensooq.com/en/search/266826515,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 922635XX","5,000 OMR",,For Sale,https://om.opensooq.com/en/search/266826521,opensooq,
فرصة مميزة للبيع محل في الموالح قريب من الموج وقريب من ستي سنتر وبسعر مميز,", Al Mawaleh, 956010XX","17,000 OMR",15.0,For Sale,https://om.opensooq.com/en/search/265763137,opensooq,
Commercial Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/266826213,opensooq,
297 m2 More than 6 bedrooms Villa for Sale in Al Batinah Barka,", Barka, 710933XX","53,000 OMR",297.0,For Sale,https://om.opensooq.com/en/search/266825879,opensooq,
112 m2 3 Bedrooms Apartments for Sale in Muscat Ghubrah,", Ghubrah, 790608XX","52,000 OMR",112.0,For Sale,https://om.opensooq.com/en/search/265762319,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 964041XX","6,000 OMR",,For Sale,https://om.opensooq.com/en/search/265762143,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 977900XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/266825581,opensooq,
260 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 994446XX","78,000 OMR",260.0,For Sale,https://om.opensooq.com/en/search/264732567,opensooq,
Residential Land for Sale in Al Batinah Saham,", Saham, 771998XX","13,000 OMR",,For Sale,https://om.opensooq.com/en/search/265761909,opensooq,
Dارض سكنيه في  السلاحة جنوب   مقابل الشارع السريع,", Barka, 977940XX","23,000 OMR",,For Sale,https://om.opensooq.com/en/search/266825309,opensooq,
Commercial Land for Sale in Muscat Al Jafnayn,", Al Jafnayn, 929998XX","90,000 OMR",,For Sale,https://om.opensooq.com/en/search/266825265,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 799919XX","11,500 OMR",,For Sale,https://om.opensooq.com/en/search/266825209,opensooq,
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799919XX","19,900 OMR",,For Sale,https://om.opensooq.com/en/search/266824859,opensooq,
Commercial Land for Sale in Al Batinah Barka,", Barka, 992051XX","40,000 OMR",,For Sale,https://om.opensooq.com/en/search/266825071,opensooq,
Lauxury and Beatiful villa in madinat qaboos,", Madinat As Sultan Qaboos, 974444XX","280,000 OMR",567.0,For Sale,https://om.opensooq.com/en/search/265761543,opensooq,
2 bedroom new not used in muscat hills,", Muscat Hills, 974444XX","75,000 OMR",110.0,For Sale,https://om.opensooq.com/en/search/265761455,opensooq,
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 710933XX","115,000 OMR",,For Sale,https://om.opensooq.com/en/search/266824973,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 927677XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/266824975,opensooq,
113 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 790608XX","43,000 OMR",113.0,For Sale,https://om.opensooq.com/en/search/265761459,opensooq,
Residential Land for Sale in Muscat Bosher,", Bosher, 977195XX","175,000 OMR",,For Sale,https://om.opensooq.com/en/search/265761215,opensooq,
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 799919XX","25,500 OMR",,For Sale,https://om.opensooq.com/en/search/266824707,opensooq,
295 m2 4 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 924555XX","63,000 OMR",295.0,For Sale,https://om.opensooq.com/en/search/265760821,opensooq,
430 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 924555XX","118,000 OMR",430.0,For Sale,https://om.opensooq.com/en/search/265760855,opensooq,
281 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 924555XX","62,000 OMR",281.0,For Sale,https://om.opensooq.com/en/search/265760891,opensooq,
129 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,", Qurm, 924555XX","57,000 OMR",129.0,For Sale,https://om.opensooq.com/en/search/265760911,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 997812XX","6,850 OMR",,For Sale,https://om.opensooq.com/en/search/266824221,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 965260XX","70,000 OMR",,For Sale,https://om.opensooq.com/en/search/265760679,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 920888XX","29,000 OMR",,For Sale,https://om.opensooq.com/en/search/266495181,opensooq,
62 m2 1 Bedroom Apartments for Sale in Dhofar Salala,", Salala, 799919XX","22,000 OMR",62.0,For Sale,https://om.opensooq.com/en/search/266823953,opensooq,
55 m2 1 Bedroom Apartments for Sale in Al Batinah Suwaiq,", Suwaiq, 992212XX","1,000 OMR",55.0,For Sale,https://om.opensooq.com/en/search/263806729,opensooq,
Full facilit property for sale in Jinan Islands / Пpoдaeтcя pocкoшнaя нeдвижимocть нa Jinan Islands,", Al Mouj, 939918XX","1,406,000 OMR",907.0,For Sale,https://om.opensooq.com/en/search/266823999,opensooq,
107 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","100,000 OMR",107.0,For Sale,https://om.opensooq.com/en/search/266823965,opensooq,
297 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 790066XX","59,000 OMR",297.0,For Sale,https://om.opensooq.com/en/search/266823895,opensooq,
560 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","470,000 OMR",560.0,For Sale,https://om.opensooq.com/en/search/266823921,opensooq,
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 991844XX","36,000 OMR",,For Sale,https://om.opensooq.com/en/search/266823811,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 985424XX","5,000 OMR",,For Sale,https://om.opensooq.com/en/search/257552453,opensooq,
Residential Land for Sale in Muscat Rusail,", Rusail, 950887XX","300,000 OMR",,For Sale,https://om.opensooq.com/en/search/265759981,opensooq,
Building for Sale in Al Batinah Sohar,", Sohar, 911922XX","460,000 OMR",1100.0,For Sale,https://om.opensooq.com/en/search/266823407,opensooq,
Farm Land for Sale in Al Dakhiliya Sumail,", Sumail, 944677XX","220,000 OMR",,For Sale,https://om.opensooq.com/en/search/263805919,opensooq,
Residential Land for Sale in Al Batinah Shinas,", Shinas, 926160XX","5,800 OMR",,For Sale,https://om.opensooq.com/en/search/266823071,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 923642XX","10,400 OMR",,For Sale,https://om.opensooq.com/en/search/265759687,opensooq,
224 m2 4 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 991491XX","50,000 OMR",224.0,For Sale,https://om.opensooq.com/en/search/265759613,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 944402XX","22,000 OMR",,For Sale,https://om.opensooq.com/en/search/266822093,opensooq,
Industrial Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993407XX","19,500 OMR",,For Sale,https://om.opensooq.com/en/search/265758893,opensooq,
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 985424XX","104,000 OMR",,For Sale,https://om.opensooq.com/en/search/265386021,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993407XX","8,500 OMR",,For Sale,https://om.opensooq.com/en/search/265758829,opensooq,
Residential Land for Sale in Muscat Bosher,", Bosher, 985424XX","105,000 OMR",,For Sale,https://om.opensooq.com/en/search/266639237,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993407XX","4,200 OMR",,For Sale,https://om.opensooq.com/en/search/265700853,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993407XX","21,000 OMR",,For Sale,https://om.opensooq.com/en/search/265758707,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 970041XX","16,500 OMR",,For Sale,https://om.opensooq.com/en/search/265266347,opensooq,
One room BHK at BLV tower with large Balcony - Muscat Hills From the owner direct,", Muscat Hills, 906662XX","71,000 OMR",96.0,For Sale,https://om.opensooq.com/en/search/264980933,opensooq,
Residential Land for Sale in Al Sharqiya Sur,", Sur, 996699XX","2,500 OMR",,For Sale,https://om.opensooq.com/en/search/261441071,opensooq,
250 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 924482XX","280,000 OMR",250.0,For Sale,https://om.opensooq.com/en/search/266818263,opensooq,
Commercial Land for Sale in Dhofar Salala,", Salala, 976299XX","75,000 OMR",,For Sale,https://om.opensooq.com/en/search/263801049,opensooq,
354 m2 4 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 926625XX","89,000 OMR",354.0,For Sale,https://om.opensooq.com/en/search/266817395,opensooq,
مقهي ومطعم للبيع الصناعيه عند يابلاش,", Salala, 947582XX","5,000 OMR",500.0,For Sale,https://om.opensooq.com/en/search/266758675,opensooq,
Residential Land for Sale in Al Batinah Liwa,", Liwa, 920700XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/266815905,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 926547XX","6,500 OMR",,For Sale,https://om.opensooq.com/en/search/266815693,opensooq,
269 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","60,000 OMR",269.0,For Sale,https://om.opensooq.com/en/search/266815139,opensooq,
215 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","59,000 OMR",215.0,For Sale,https://om.opensooq.com/en/search/266815097,opensooq,
341 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","90,000 OMR",341.0,For Sale,https://om.opensooq.com/en/search/266815117,opensooq,
700 m2 5 Bedrooms Townhouse for Sale in Muscat Amerat,", Amerat, 966923XX","130,000 OMR",700.0,For Sale,https://om.opensooq.com/en/search/259818919,opensooq,
218 m2 4 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","57,000 OMR",218.0,For Sale,https://om.opensooq.com/en/search/259818933,opensooq,
280 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","56,000 OMR",280.0,For Sale,https://om.opensooq.com/en/search/259818955,opensooq,
305 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","65,000 OMR",305.0,For Sale,https://om.opensooq.com/en/search/259818965,opensooq,
384 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","70,000 OMR",384.0,For Sale,https://om.opensooq.com/en/search/259818987,opensooq,
270 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","65,000 OMR",270.0,For Sale,https://om.opensooq.com/en/search/260274135,opensooq,
520 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","140,000 OMR",520.0,For Sale,https://om.opensooq.com/en/search/261443227,opensooq,
294 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","68,000 OMR",294.0,For Sale,https://om.opensooq.com/en/search/261447359,opensooq,
280 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","70,000 OMR",280.0,For Sale,https://om.opensooq.com/en/search/261564139,opensooq,
412 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","93,000 OMR",412.0,For Sale,https://om.opensooq.com/en/search/261810897,opensooq,
307 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966923XX","63,000 OMR",307.0,For Sale,https://om.opensooq.com/en/search/262288765,opensooq,
350 m2 More than 6 bedrooms Townhouse for Sale in Muscat Amerat,", Amerat, 966923XX","60,000 OMR",350.0,For Sale,https://om.opensooq.com/en/search/265514401,opensooq,
Industrial Land for Sale in Muscat Wadi Al Kabir,", Wadi Al Kabir, 954424XX","400,000 OMR",,For Sale,https://om.opensooq.com/en/search/266813907,opensooq,
285 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 770887XX","65,000 OMR",285.0,For Sale,https://om.opensooq.com/en/search/265516643,opensooq,
pizza cafe for sale al al khuwair al kuleiah street,", Al Khuwair, 998803XX","9,000 OMR",50.0,For Sale,https://om.opensooq.com/en/search/266812813,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 967760XX","110,000 OMR",,For Sale,https://om.opensooq.com/en/search/266812783,opensooq,
79 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 966630XX","35,500 OMR",79.0,For Sale,https://om.opensooq.com/en/search/261699183,opensooq,
3 Bedrooms Farms for Sale in Al Batinah Saham,", Saham, 969381XX","38,000 OMR",110.0,For Sale,https://om.opensooq.com/en/search/266811501,opensooq,
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 973009XX","5,000 OMR",,For Sale,https://om.opensooq.com/en/search/266811391,opensooq,
Farm Land for Sale in Al Batinah Suwaiq,", Suwaiq, 982717XX","41,500 OMR",,For Sale,https://om.opensooq.com/en/search/266811161,opensooq,
Residential Land for Sale in Muscat Ansab,", Ansab, 962220XX","100,000 OMR",,For Sale,https://om.opensooq.com/en/search/263472755,opensooq,
Industrial Land for Sale in Buraimi Mahdah,", Mahdah, 925491XX","27,000 OMR",,For Sale,https://om.opensooq.com/en/search/265747513,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 772779XX","12,500 OMR",,For Sale,https://om.opensooq.com/en/search/266810759,opensooq,
98 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 966630XX","39,000 OMR",98.0,For Sale,https://om.opensooq.com/en/search/261697491,opensooq,
492 m2 5 Bedrooms Villa for Sale in Al Batinah Rustaq,", Rustaq, 957557XX","85,000 OMR",492.0,For Sale,https://om.opensooq.com/en/search/266810619,opensooq,
650 m2 More than 6 bedrooms Townhouse for Sale in Al Dhahirah Ibri,", Ibri, 932592XX","65,000 OMR",650.0,For Sale,https://om.opensooq.com/en/search/266810257,opensooq,
332 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 993845XX","73,000 OMR",332.0,For Sale,https://om.opensooq.com/en/search/264719549,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 946669XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/266810307,opensooq,
255 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,", Al Masnaah, 947902XX","55,000 OMR",255.0,For Sale,https://om.opensooq.com/en/search/265747047,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 946669XX","18,000 OMR",,For Sale,https://om.opensooq.com/en/search/266810041,opensooq,
350 m2 More than 6 bedrooms Villa for Sale in Al Batinah Al Masnaah,", Al Masnaah, 954424XX","48,000 OMR",350.0,For Sale,https://om.opensooq.com/en/search/266809927,opensooq,
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 953451XX","34,000 OMR",,For Sale,https://om.opensooq.com/en/search/264719173,opensooq,
67 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 966630XX","29,000 OMR",67.0,For Sale,https://om.opensooq.com/en/search/261696699,opensooq,
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 946669XX","3,300 OMR",,For Sale,https://om.opensooq.com/en/search/266809283,opensooq,
226 m2 5 Bedrooms Villa for Sale in Muscat Other,", Other, 996484XX","55,000 OMR",226.0,For Sale,https://om.opensooq.com/en/search/265746117,opensooq,
191 m2 3 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 950660XX","42,000 OMR",191.0,For Sale,https://om.opensooq.com/en/search/265745339,opensooq,
Industrial Land for Sale in Muscat Misfah,", Misfah, 946669XX","550,000 OMR",,For Sale,https://om.opensooq.com/en/search/266808591,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 970041XX","19,000 OMR",,For Sale,https://om.opensooq.com/en/search/265244697,opensooq,
صالون حلاقة رجالي واطفال للبيع,", Shinas, 970687XX","1,600 OMR",40.0,For Sale,https://om.opensooq.com/en/search/266807391,opensooq,
Commercial Land for Sale in Dhofar Salala,", Salala, 925418XX","46,000 OMR",,For Sale,https://om.opensooq.com/en/search/266807625,opensooq,
600 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 771797XX","37,000 OMR",600.0,For Sale,https://om.opensooq.com/en/search/266749737,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 993603XX","4,900 OMR",,For Sale,https://om.opensooq.com/en/search/266807299,opensooq,
Building for Sale in Muscat Al Khoud,", Al Khoud, 961624XX","260,000 OMR",1200.0,For Sale,https://om.opensooq.com/en/search/266807121,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","2,700 OMR",,For Sale,https://om.opensooq.com/en/search/266807247,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 926568XX","10,500 OMR",,For Sale,https://om.opensooq.com/en/search/266806955,opensooq,
Residential Land for Sale in Muscat Quriyat,", Quriyat, 953065XX","8,400 OMR",,For Sale,https://om.opensooq.com/en/search/266806911,opensooq,
Residential Land for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 926568XX","5,900 OMR",,For Sale,https://om.opensooq.com/en/search/266806877,opensooq,
Industrial Land for Sale in Dhofar Al Mazyona,", Al Mazyona, 926568XX","7,800 OMR",,For Sale,https://om.opensooq.com/en/search/266806841,opensooq,
Commercial Land for Sale in Muscat Al Mawaleh,", Al Mawaleh, 926568XX","149,000 OMR",,For Sale,https://om.opensooq.com/en/search/266806815,opensooq,
Commercial Land for Sale in Al Wustaa Al Duqum,", Al Duqum, 926568XX","54,500 OMR",,For Sale,https://om.opensooq.com/en/search/266806757,opensooq,
Commercial Land for Sale in Al Batinah Al Khaboura,", Al Khaboura, 953100XX","7,900 OMR",,For Sale,https://om.opensooq.com/en/search/266806707,opensooq,
Residential Land for Sale in Muscat Quriyat,", Quriyat, 926568XX","8,500 OMR",,For Sale,https://om.opensooq.com/en/search/266806655,opensooq,
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 926568XX","6,700 OMR",,For Sale,https://om.opensooq.com/en/search/266806625,opensooq,
455 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 994858XX","118,000 OMR",455.0,For Sale,https://om.opensooq.com/en/search/266806547,opensooq,
Residential Land for Sale in Al Sharqiya Sur,", Sur, 944342XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/262860357,opensooq,
53 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 711702XX","15,400 OMR",53.0,For Sale,https://om.opensooq.com/en/search/266105781,opensooq,
Residential Land for Sale in Al Batinah Saham,", Saham, 971010XX","11,200 OMR",,For Sale,https://om.opensooq.com/en/search/261383529,opensooq,
123 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 992100XX","37,000 OMR",123.0,For Sale,https://om.opensooq.com/en/search/266804151,opensooq,
Residential Land for Sale in Dhofar Taqah,", Taqah, 989444XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/266298773,opensooq,
259 m2 4 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 933335XX","57,000 OMR",259.0,For Sale,https://om.opensooq.com/en/search/266803795,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 992810XX","19,400 OMR",,For Sale,https://om.opensooq.com/en/search/265060699,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 926926XX","45,000 OMR",,For Sale,https://om.opensooq.com/en/search/265209419,opensooq,
مدرسه خاصه قائمه للبيع,", Bidbid, 998008XX","18,000 OMR",600.0,For Sale,https://om.opensooq.com/en/search/266803339,opensooq,
500 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 766996XX",500 OMR,500.0,For Sale,https://om.opensooq.com/en/search/266745455,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 989444XX","29,000 OMR",,For Sale,https://om.opensooq.com/en/search/265739693,opensooq,
4 Bedrooms Farms for Sale in Al Sharqiya Bidiya,", Bidiya, 951036XX","120,000 OMR",170.0,For Sale,https://om.opensooq.com/en/search/265430205,opensooq,
400 m2 More than 6 bedrooms Villa for Sale in Al Dakhiliya Bidbid,", Bidbid, 996234XX","135,000 OMR",400.0,For Sale,https://om.opensooq.com/en/search/265529399,opensooq,
2 Bedrooms Farms for Sale in Al Dakhiliya Izki,", Izki, 954793XX","45,500 OMR",40.0,For Sale,https://om.opensooq.com/en/search/262745277,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 996565XX","19,900 OMR",,For Sale,https://om.opensooq.com/en/search/265737985,opensooq,
180 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,", Al Masnaah, 994295XX","31,000 OMR",180.0,For Sale,https://om.opensooq.com/en/search/266801295,opensooq,
Residential Land for Sale in Al Batinah Al Khaboura,", Al Khaboura, 973587XX","8,500 OMR",,For Sale,https://om.opensooq.com/en/search/265737909,opensooq,
170 m2 3 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,", Suwaiq, 994188XX","30,000 OMR",170.0,For Sale,https://om.opensooq.com/en/search/266743711,opensooq,
500 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 941612XX","130,000 OMR",500.0,For Sale,https://om.opensooq.com/en/search/266800457,opensooq,
343 m2 3 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 911557XX","65,000 OMR",343.0,For Sale,https://om.opensooq.com/en/search/266800095,opensooq,
384 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 993796XX","1,500 OMR",384.0,For Sale,https://om.opensooq.com/en/search/263782881,opensooq,
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 995363XX","37,000 OMR",,For Sale,https://om.opensooq.com/en/search/265736275,opensooq,
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 941283XX","250,000 OMR",,For Sale,https://om.opensooq.com/en/search/266799463,opensooq,
"""بركاء داون تاون"" السوق الافخم والأكبر على الخط الأول من شارع السلطان قابوس وبتشطيبات راقية",", Ansab, 955999XX","11,079 OMR",35.0,For Sale,https://om.opensooq.com/en/search/265735927,opensooq,
60 m2 1 Bedroom Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 955999XX","27,000 OMR",60.0,For Sale,https://om.opensooq.com/en/search/265735633,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 959988XX","10,500 OMR",,For Sale,https://om.opensooq.com/en/search/265735635,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 941491XX","16,200 OMR",,For Sale,https://om.opensooq.com/en/search/265735607,opensooq,
Industrial Land for Sale in Buraimi Mahdah,", Mahdah, 914440XX","45,000 OMR",,For Sale,https://om.opensooq.com/en/search/266798643,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 963066XX","5,800 OMR",,For Sale,https://om.opensooq.com/en/search/266798561,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 770255XX","9,500 OMR",,For Sale,https://om.opensooq.com/en/search/265146979,opensooq,
More than 6 bedrooms Farms for Sale in Al Batinah Al Masnaah,", Al Masnaah, 775366XX","65,000 OMR",450.0,For Sale,https://om.opensooq.com/en/search/265483265,opensooq,
126 m2 2 Bedrooms Apartments for Sale in Muscat Al Mouj,", Al Mouj, 933983XX","245,000 OMR",126.0,For Sale,https://om.opensooq.com/en/search/265732011,opensooq,
253 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Suwaiq,", Suwaiq, 970009XX","45,000 OMR",253.0,For Sale,https://om.opensooq.com/en/search/266735891,opensooq,
330 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 994889XX","63,000 OMR",330.0,For Sale,https://om.opensooq.com/en/search/265731149,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 941491XX","9,200 OMR",,For Sale,https://om.opensooq.com/en/search/265731311,opensooq,
79 m2 3 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 998026XX","27,000 OMR",79.0,For Sale,https://om.opensooq.com/en/search/265546261,opensooq,
107 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 933983XX","85,000 OMR",107.0,For Sale,https://om.opensooq.com/en/search/265730917,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 941491XX","12,800 OMR",,For Sale,https://om.opensooq.com/en/search/265730925,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 946669XX","38,000 OMR",,For Sale,https://om.opensooq.com/en/search/266794445,opensooq,
79 m2 2 Bedrooms Apartments for Sale in Dhofar Mirbat,", Mirbat, 919906XX","27,000 OMR",79.0,For Sale,https://om.opensooq.com/en/search/265594705,opensooq,
1 Bedroom Farms for Sale in Muscat Quriyat,", Quriyat, 998585XX","160,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/262740071,opensooq,
Residential Land for Sale in Buraimi Al Sinainah,", Al Sinainah, 963505XX","6,500 OMR",,For Sale,https://om.opensooq.com/en/search/266736579,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 990005XX","8,000 OMR",,For Sale,https://om.opensooq.com/en/search/265729513,opensooq,
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 995402XX","46,000 OMR",,For Sale,https://om.opensooq.com/en/search/264803899,opensooq,
230 m2 3 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 991115XX","48,000 OMR",230.0,For Sale,https://om.opensooq.com/en/search/265728435,opensooq,
Farm Land for Sale in Muscat Amerat,", Amerat, 962277XX","25,000 OMR",,For Sale,https://om.opensooq.com/en/search/263808539,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 995362XX","21,000 OMR",,For Sale,https://om.opensooq.com/en/search/265723095,opensooq,
Building for Sale in Muscat Bosher,", Bosher, 977788XX","450,000 OMR",2000.0,For Sale,https://om.opensooq.com/en/search/265728169,opensooq,
88 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 933983XX","90,000 OMR",88.0,For Sale,https://om.opensooq.com/en/search/265727621,opensooq,
For Sale: Twin Villa with Basement  Spacious 6-Bedroom Layout  Al Ansab  REF HO3017,", Ansab, 715047XX","112,000 OMR",363.0,For Sale,https://om.opensooq.com/en/search/266791945,opensooq,
Commercial Land for Sale in Al Dhahirah Ibri,", Ibri, 993332XX","17,000 OMR",,For Sale,https://om.opensooq.com/en/search/266791841,opensooq,
100 m2 3 Bedrooms Townhouse for Sale in Al Batinah Shinas,", Shinas, 717778XX","19,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/266734751,opensooq,
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 946669XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/266791621,opensooq,
197 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 998090XX","59,000 OMR",197.0,For Sale,https://om.opensooq.com/en/search/265726659,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 946669XX","12,600 OMR",,For Sale,https://om.opensooq.com/en/search/266791003,opensooq,
